year_quarter,year,quarter,region_en,region_ar,classification_ar,classification_en,transaction_count,median_price,median_area,median_price_per_m2,avg_price,avg_area,total_value
202101.0,2021.0,1.0,Jazan,منطقة جازان,سكني,Residential,2028,180000.0,640.0,276.0,234052.0,702.9,474657155.0
202102.0,2021.0,2.0,Tabuk,منطقة تبوك,تجاري,Commercial,332,250000.0,640.0,333.0,405990.0,1197.8,134788571.0
202102.0,2021.0,2.0,Northern Borders,منطقة الحدود الشمالية,تجاري,Commercial,137,50000.0,713.6,71.0,650004.0,3497.4,89050500.0
202102.0,2021.0,2.0,Al Baha,منطقة الباحة,تجاري,Commercial,25,74000.0,613.0,106.0,161360.0,677.8,4034000.0
202102.0,2021.0,2.0,Qassim,منطقة القصيم,تجاري,Commercial,761,150000.0,673.0,188.0,607306.0,7481.3,462159738.0
202102.0,2021.0,2.0,Madinah,منطقة المدينة المنورة,تجاري,Commercial,307,654187.0,640.7,1120.0,1635109.0,1245.6,501978611.0
202102.0,2021.0,2.0,Hail,منطقة حائل,تجاري,Commercial,376,66666.0,751.6,98.0,222911.0,2159.7,83814486.0
202102.0,2021.0,2.0,Riyadh,منطقة الرياض,تجاري,Commercial,2195,780000.0,780.0,1259.0,3690556.0,5604.3,8100770935.0
202102.0,2021.0,2.0,Asir,منطقة عسير,تجاري,Commercial,359,150000.0,643.9,189.0,479067.0,1088.7,171984892.0
202102.0,2021.0,2.0,Al Jouf,منطقة الجوف,تجاري,Commercial,226,50000.0,604.8,85.0,114233.0,14294.5,25816730.0
202102.0,2021.0,2.0,Jazan,منطقة جازان,تجاري,Commercial,153,300000.0,678.5,400.0,521102.0,1353.9,79728638.0
202102.0,2021.0,2.0,Eastern Province,منطقة الشرقية,تجاري,Commercial,1541,378000.0,686.6,550.0,1112494.0,2458.7,1714353080.0
202102.0,2021.0,2.0,Najran,منطقة نجران,تجاري,Commercial,269,50000.0,800.0,63.0,176808.0,1082.9,47561399.0
202102.0,2021.0,2.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,1372,660155.0,750.0,875.0,1609221.0,1109.3,2207851893.0
202102.0,2021.0,2.0,Riyadh,منطقة الرياض,زراعي,Agricultural,1755,400000.0,10000.0,60.0,903172.0,160113.9,1585066831.0
202102.0,2021.0,2.0,Makkah,منطقة مكة المكرمة,زراعي,Agricultural,86,200000.0,15176.2,15.0,1235017.0,46777.2,106211470.0
202102.0,2021.0,2.0,Eastern Province,منطقة الشرقية,زراعي,Agricultural,312,400000.0,50000.9,13.0,1178580.0,153255.8,367717053.0
202102.0,2021.0,2.0,Asir,منطقة عسير,زراعي,Agricultural,71,60000.0,11110.0,15.0,744627.0,27551.2,52868500.0
202102.0,2021.0,2.0,Najran,منطقة نجران,زراعي,Agricultural,54,115000.0,50000.0,4.0,984321.0,46902.5,53153327.0
202102.0,2021.0,2.0,Al Jouf,منطقة الجوف,زراعي,Agricultural,161,50000.0,125000.0,0.0,214611.0,403592.1,34552366.0
202102.0,2021.0,2.0,Hail,منطقة حائل,زراعي,Agricultural,479,30000.0,100000.0,0.0,220913.0,263442.1,105817121.0
202102.0,2021.0,2.0,Jazan,منطقة جازان,زراعي,Agricultural,56,97500.0,22298.4,6.0,839589.0,31047.8,47017000.0
202102.0,2021.0,2.0,Tabuk,منطقة تبوك,زراعي,Agricultural,27,150000.0,50000.0,10.0,935556.0,122099.8,25260000.0
202102.0,2021.0,2.0,Qassim,منطقة القصيم,زراعي,Agricultural,232,100000.0,50000.0,4.0,360971.0,220075.5,83745191.0
202102.0,2021.0,2.0,Madinah,منطقة المدينة المنورة,زراعي,Agricultural,223,26000.0,892103.5,0.0,306135.0,513906.0,68268095.0
202102.0,2021.0,2.0,Al Baha,منطقة الباحة,زراعي,Agricultural,15,80000.0,1959.0,46.0,104000.0,5090.8,1560000.0
202102.0,2021.0,2.0,Northern Borders,منطقة الحدود الشمالية,زراعي,Agricultural,4,10000.0,175600.0,0.0,32500.0,150300.0,130000.0
202102.0,2021.0,2.0,Qassim,منطقة القصيم,سكني,Residential,5824,121875.0,488.2,250.0,217975.0,1159.5,1269486740.0
202102.0,2021.0,2.0,Madinah,منطقة المدينة المنورة,سكني,Residential,2075,400000.0,568.2,846.0,831342.0,1167.5,1725033929.0
202102.0,2021.0,2.0,Jazan,منطقة جازان,سكني,Residential,1557,119000.0,635.5,198.0,208797.0,799.8,325096279.0
202102.0,2021.0,2.0,Al Baha,منطقة الباحة,سكني,Residential,552,51500.0,583.8,99.0,128298.0,698.6,70820352.0
202102.0,2021.0,2.0,Tabuk,منطقة تبوك,سكني,Residential,858,120000.0,600.0,242.0,237677.0,807.5,203926564.0
202102.0,2021.0,2.0,Eastern Province,منطقة الشرقية,سكني,Residential,6968,295625.0,500.0,593.0,592167.0,881.9,4126219782.0
202102.0,2021.0,2.0,Najran,منطقة نجران,سكني,Residential,947,50000.0,738.0,60.0,110507.0,741.9,104650266.0
202102.0,2021.0,2.0,Makkah,منطقة مكة المكرمة,سكني,Residential,9439,400000.0,600.0,859.0,749360.0,747.4,7073210036.0
202102.0,2021.0,2.0,Al Jouf,منطقة الجوف,سكني,Residential,1230,75000.0,616.4,116.0,122446.0,762.3,150608714.0
202102.0,2021.0,2.0,Hail,منطقة حائل,سكني,Residential,2188,66985.0,600.0,126.0,159861.0,879.0,349775177.0
202102.0,2021.0,2.0,Riyadh,منطقة الرياض,سكني,Residential,19522,342750.0,500.0,667.0,706404.0,807.5,13790414390.0
202102.0,2021.0,2.0,Asir,منطقة عسير,سكني,Residential,3055,150000.0,600.0,242.0,300364.0,855.8,917610975.0
202102.0,2021.0,2.0,Northern Borders,منطقة الحدود الشمالية,سكني,Residential,928,40000.0,630.0,61.0,86307.0,656.3,80093337.0
202103.0,2021.0,3.0,Hail,منطقة حائل,تجاري,Commercial,327,100000.0,694.4,147.0,315373.0,2005.0,103127092.0
202103.0,2021.0,3.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,1162,822533.0,750.0,1125.0,1926717.0,1839.1,2238845038.0
202103.0,2021.0,3.0,Al Jouf,منطقة الجوف,تجاري,Commercial,176,100000.0,600.0,149.0,156372.0,8428.5,27521385.0
202103.0,2021.0,3.0,Tabuk,منطقة تبوك,تجاري,Commercial,199,300000.0,640.0,393.0,555156.0,1211.6,110476140.0
202103.0,2021.0,3.0,Madinah,منطقة المدينة المنورة,تجاري,Commercial,259,550000.0,625.0,950.0,1075267.0,2611.5,278494183.0
202103.0,2021.0,3.0,Northern Borders,منطقة الحدود الشمالية,تجاري,Commercial,143,100000.0,630.0,159.0,212159.0,649.1,30338710.0
202103.0,2021.0,3.0,Eastern Province,منطقة الشرقية,تجاري,Commercial,1042,421200.0,639.9,628.0,1556132.0,9464.8,1621489915.0
202103.0,2021.0,3.0,Najran,منطقة نجران,تجاري,Commercial,205,75000.0,800.0,83.0,195381.0,895.1,40053037.0
202103.0,2021.0,3.0,Asir,منطقة عسير,تجاري,Commercial,271,144200.0,625.0,222.0,481110.0,822.3,130380730.0
202103.0,2021.0,3.0,Qassim,منطقة القصيم,تجاري,Commercial,472,182500.0,677.8,218.0,608204.0,8319.4,287072412.0
202103.0,2021.0,3.0,Jazan,منطقة جازان,تجاري,Commercial,125,300000.0,640.0,461.0,435572.0,971.1,54446517.0
202103.0,2021.0,3.0,Riyadh,منطقة الرياض,تجاري,Commercial,2128,1064458.0,838.8,1392.0,4675995.0,12124.7,9950517516.0
202103.0,2021.0,3.0,Al Baha,منطقة الباحة,تجاري,Commercial,6,120000.0,711.9,232.0,336667.0,965.6,2020000.0
202103.0,2021.0,3.0,Jazan,منطقة جازان,زراعي,Agricultural,59,60000.0,14530.3,4.0,191867.0,21735.5,11320143.0
202103.0,2021.0,3.0,Asir,منطقة عسير,زراعي,Agricultural,74,135000.0,8281.2,17.0,692128.0,13346.8,51217498.0
202103.0,2021.0,3.0,Qassim,منطقة القصيم,زراعي,Agricultural,246,200000.0,50000.0,5.0,547572.0,225409.3,134702811.0
202103.0,2021.0,3.0,Riyadh,منطقة الرياض,زراعي,Agricultural,1546,300000.0,10000.0,40.0,702146.0,306136.7,1085517345.0
202103.0,2021.0,3.0,Al Baha,منطقة الباحة,زراعي,Agricultural,29,100000.0,2522.2,32.0,170298.0,7755.0,4938633.0
202103.0,2021.0,3.0,Madinah,منطقة المدينة المنورة,زراعي,Agricultural,281,16000.0,892103.5,0.0,436672.0,602835.3,122704822.0
202103.0,2021.0,3.0,Northern Borders,منطقة الحدود الشمالية,زراعي,Agricultural,10,30000.0,200000.0,0.0,77900.0,152500.0,779000.0
202103.0,2021.0,3.0,Eastern Province,منطقة الشرقية,زراعي,Agricultural,240,300000.0,50000.0,11.0,632800.0,162713.6,151871897.0
202103.0,2021.0,3.0,Najran,منطقة نجران,زراعي,Agricultural,42,100000.0,50000.0,2.0,528095.0,48205.7,22180000.0
202103.0,2021.0,3.0,Hail,منطقة حائل,زراعي,Agricultural,616,30000.0,100000.0,0.0,155192.0,210806.6,95598271.0
202103.0,2021.0,3.0,Tabuk,منطقة تبوك,زراعي,Agricultural,22,132500.0,50000.0,3.0,806142.0,49955.6,17735126.0
202103.0,2021.0,3.0,Al Jouf,منطقة الجوف,زراعي,Agricultural,115,100000.0,68000.0,2.0,290524.0,230942.1,33410262.0
202103.0,2021.0,3.0,Makkah,منطقة مكة المكرمة,زراعي,Agricultural,106,95000.0,11593.3,9.0,656720.0,35842.5,69612326.0
202103.0,2021.0,3.0,Tabuk,منطقة تبوك,سكني,Residential,798,200000.0,500.0,398.0,269589.0,582.7,215131848.0
202103.0,2021.0,3.0,Hail,منطقة حائل,سكني,Residential,2105,100000.0,525.0,195.0,200591.0,942.8,422243178.0
202103.0,2021.0,3.0,Al Baha,منطقة الباحة,سكني,Residential,414,90000.0,600.0,138.0,189424.0,677.9,78421459.0
202103.0,2021.0,3.0,Riyadh,منطقة الرياض,سكني,Residential,16837,450000.0,500.0,846.0,834853.0,722.4,14056424435.0
202103.0,2021.0,3.0,Najran,منطقة نجران,سكني,Residential,646,50000.0,720.0,80.0,166904.0,711.1,107820286.0
202103.0,2021.0,3.0,Eastern Province,منطقة الشرقية,سكني,Residential,4766,400000.0,495.5,889.0,623194.0,610.1,2970141535.0
202103.0,2021.0,3.0,Asir,منطقة عسير,سكني,Residential,2169,200000.0,600.0,333.0,323342.0,898.8,701329881.0
202103.0,2021.0,3.0,Qassim,منطقة القصيم,سكني,Residential,5383,115000.0,413.8,275.0,226497.0,1150.0,1219234995.0
202103.0,2021.0,3.0,Jazan,منطقة جازان,سكني,Residential,1058,200000.0,600.0,313.0,287506.0,880.0,304181452.0
202103.0,2021.0,3.0,Madinah,منطقة المدينة المنورة,سكني,Residential,1634,350000.0,548.2,730.0,496812.0,591.1,811791110.0
202103.0,2021.0,3.0,Northern Borders,منطقة الحدود الشمالية,سكني,Residential,679,50000.0,630.0,68.0,109467.0,658.7,74328174.0
202103.0,2021.0,3.0,Makkah,منطقة مكة المكرمة,سكني,Residential,8524,360000.0,600.0,875.0,718203.0,622.3,6121966563.0
202103.0,2021.0,3.0,Al Jouf,منطقة الجوف,سكني,Residential,997,100000.0,600.0,133.0,167040.0,648.8,166538914.0
202104.0,2021.0,4.0,Hail,منطقة حائل,تجاري,Commercial,359,115000.0,750.0,192.0,297598.0,2131.5,106837778.0
202104.0,2021.0,4.0,Eastern Province,منطقة الشرقية,تجاري,Commercial,1368,500000.0,690.0,800.0,1243286.0,8775.4,1700815273.0
202104.0,2021.0,4.0,Tabuk,منطقة تبوك,تجاري,Commercial,399,360000.0,640.0,476.0,468493.0,882.3,186928727.0
202104.0,2021.0,4.0,Al Jouf,منطقة الجوف,تجاري,Commercial,205,90000.0,600.0,141.0,229550.0,10413.0,47057750.0
202104.0,2021.0,4.0,Qassim,منطقة القصيم,تجاري,Commercial,645,200000.0,750.0,225.0,582938.0,3601.0,375995332.0
202104.0,2021.0,4.0,Najran,منطقة نجران,تجاري,Commercial,262,82500.0,800.0,100.0,225838.0,1310.1,59169662.0
202104.0,2021.0,4.0,Riyadh,منطقة الرياض,تجاري,Commercial,2373,1073490.0,840.0,1429.0,4891649.0,7537.8,11607882160.0
202104.0,2021.0,4.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,1377,820000.0,750.0,1125.0,1858612.0,1731.6,2559308286.0
202104.0,2021.0,4.0,Northern Borders,منطقة الحدود الشمالية,تجاري,Commercial,146,70000.0,630.0,113.0,151342.0,652.7,22095900.0
202104.0,2021.0,4.0,Al Baha,منطقة الباحة,تجاري,Commercial,16,62500.0,554.5,127.0,262988.0,650.8,4207814.0
202104.0,2021.0,4.0,Madinah,منطقة المدينة المنورة,تجاري,Commercial,389,600000.0,630.2,959.0,1735251.0,4112.8,675012523.0
202104.0,2021.0,4.0,Jazan,منطقة جازان,تجاري,Commercial,137,399000.0,640.0,738.0,889246.0,1631.1,121826650.0
202104.0,2021.0,4.0,Asir,منطقة عسير,تجاري,Commercial,315,200000.0,622.0,340.0,424985.0,785.5,133870335.0
202104.0,2021.0,4.0,Najran,منطقة نجران,زراعي,Agricultural,59,150000.0,50000.0,3.0,1036311.0,70043.2,61142333.0
202104.0,2021.0,4.0,Qassim,منطقة القصيم,زراعي,Agricultural,294,246385.0,50000.0,5.0,1873725.0,167818.4,550875129.0
202104.0,2021.0,4.0,Riyadh,منطقة الرياض,زراعي,Agricultural,2116,333000.0,10000.0,33.0,875423.0,318624.6,1852395372.0
202104.0,2021.0,4.0,Northern Borders,منطقة الحدود الشمالية,زراعي,Agricultural,3,80000.0,200000.0,0.0,76333.0,258333.3,229000.0
202104.0,2021.0,4.0,Jazan,منطقة جازان,زراعي,Agricultural,56,290000.0,14369.9,26.0,933411.0,27362.9,52271000.0
202104.0,2021.0,4.0,Asir,منطقة عسير,زراعي,Agricultural,103,80000.0,10000.0,11.0,751675.0,19740.5,77422500.0
202104.0,2021.0,4.0,Makkah,منطقة مكة المكرمة,زراعي,Agricultural,88,157500.0,10230.1,19.0,1798993.0,35702.7,158311380.0
202104.0,2021.0,4.0,Al Baha,منطقة الباحة,زراعي,Agricultural,21,100000.0,2008.2,21.0,125438.0,4257.4,2634206.0
202104.0,2021.0,4.0,Madinah,منطقة المدينة المنورة,زراعي,Agricultural,177,28000.0,892103.5,0.0,180281.0,518124.4,31909669.0
202104.0,2021.0,4.0,Hail,منطقة حائل,زراعي,Agricultural,585,40000.0,100000.0,0.0,188926.0,204203.2,110521643.0
202104.0,2021.0,4.0,Tabuk,منطقة تبوك,زراعي,Agricultural,30,610000.0,50000.0,8.0,1889133.0,157032.3,56674000.0
202104.0,2021.0,4.0,Eastern Province,منطقة الشرقية,زراعي,Agricultural,235,700000.0,45737.9,31.0,1514143.0,188030.9,355823665.0
202104.0,2021.0,4.0,Al Jouf,منطقة الجوف,زراعي,Agricultural,113,100000.0,62015.0,1.0,306222.0,341940.8,34603068.0
202104.0,2021.0,4.0,Madinah,منطقة المدينة المنورة,سكني,Residential,2231,380000.0,569.6,779.0,736660.0,692.0,1643487794.0
202104.0,2021.0,4.0,Al Baha,منطقة الباحة,سكني,Residential,442,90000.0,570.0,138.0,182336.0,757.7,80592315.0
202104.0,2021.0,4.0,Tabuk,منطقة تبوك,سكني,Residential,958,200000.0,598.3,317.0,247835.0,593.9,237426379.0
202104.0,2021.0,4.0,Hail,منطقة حائل,سكني,Residential,2116,96933.0,524.5,190.0,177419.0,780.0,375419067.0
202104.0,2021.0,4.0,Eastern Province,منطقة الشرقية,سكني,Residential,6287,400000.0,500.0,982.0,747976.0,1247.5,4702527386.0
202104.0,2021.0,4.0,Jazan,منطقة جازان,سكني,Residential,1128,200000.0,624.0,327.0,284052.0,775.3,320410192.0
202104.0,2021.0,4.0,Asir,منطقة عسير,سكني,Residential,2651,210000.0,600.0,400.0,370042.0,748.2,980980739.0
202104.0,2021.0,4.0,Qassim,منطقة القصيم,سكني,Residential,5697,150000.0,450.0,350.0,250368.0,1281.2,1426346542.0
202104.0,2021.0,4.0,Najran,منطقة نجران,سكني,Residential,829,100000.0,735.0,125.0,160125.0,737.2,132743225.0
202104.0,2021.0,4.0,Al Jouf,منطقة الجوف,سكني,Residential,892,100000.0,618.3,150.0,176316.0,906.7,157273574.0
202104.0,2021.0,4.0,Riyadh,منطقة الرياض,سكني,Residential,19623,480000.0,600.0,875.0,804442.0,846.7,15785556683.0
202104.0,2021.0,4.0,Makkah,منطقة مكة المكرمة,سكني,Residential,10883,440000.0,600.0,962.0,801239.0,642.7,8719879375.0
202104.0,2021.0,4.0,Northern Borders,منطقة الحدود الشمالية,سكني,Residential,730,50000.0,630.0,70.0,99813.0,650.4,72863827.0
202201.0,2022.0,1.0,Riyadh,منطقة الرياض,تجاري,Commercial,2843,1250000.0,847.3,1650.0,4219802.0,3861.1,11996896727.0
202201.0,2022.0,1.0,Eastern Province,منطقة الشرقية,تجاري,Commercial,1436,500000.0,700.4,695.0,1879753.0,2514.1,2699325905.0
202201.0,2022.0,1.0,Al Jouf,منطقة الجوف,تجاري,Commercial,197,91666.0,608.4,131.0,228889.0,6867.0,45091183.0
202201.0,2022.0,1.0,Al Baha,منطقة الباحة,تجاري,Commercial,21,50000.0,516.1,94.0,114250.0,577.7,2399250.0
202201.0,2022.0,1.0,Najran,منطقة نجران,تجاري,Commercial,252,100000.0,800.0,122.0,242188.0,882.1,61031324.0
202201.0,2022.0,1.0,Northern Borders,منطقة الحدود الشمالية,تجاري,Commercial,124,100000.0,700.0,135.0,160076.0,753.1,19849397.0
202201.0,2022.0,1.0,Jazan,منطقة جازان,تجاري,Commercial,165,400000.0,640.0,547.0,714047.0,2431.4,117817677.0
202201.0,2022.0,1.0,Asir,منطقة عسير,تجاري,Commercial,265,200000.0,630.0,320.0,605411.0,973.9,160433869.0
202201.0,2022.0,1.0,Tabuk,منطقة تبوك,تجاري,Commercial,378,400000.0,640.0,552.0,524773.0,789.5,198364064.0
202201.0,2022.0,1.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,2093,900000.0,745.5,1162.0,1935977.0,1245.8,4051999135.0
202201.0,2022.0,1.0,Madinah,منطقة المدينة المنورة,تجاري,Commercial,421,643500.0,639.7,1005.0,1035571.0,847.3,435975189.0
202201.0,2022.0,1.0,Qassim,منطقة القصيم,تجاري,Commercial,777,187938.0,600.0,306.0,594866.0,6596.3,462210707.0
202201.0,2022.0,1.0,Hail,منطقة حائل,تجاري,Commercial,296,122500.0,736.5,203.0,304517.0,1580.2,90137150.0
202201.0,2022.0,1.0,Qassim,منطقة القصيم,زراعي,Agricultural,180,425000.0,50000.0,9.0,969363.0,93118.5,174485276.0
202201.0,2022.0,1.0,Makkah,منطقة مكة المكرمة,زراعي,Agricultural,53,375000.0,10382.5,31.0,1411760.0,32389.7,74823295.0
202201.0,2022.0,1.0,Tabuk,منطقة تبوك,زراعي,Agricultural,21,157842.0,50000.0,3.0,1038897.0,189860.0,21816833.0
202201.0,2022.0,1.0,Madinah,منطقة المدينة المنورة,زراعي,Agricultural,46,475000.0,30000.0,13.0,1802000.0,59257.6,82891995.0
202201.0,2022.0,1.0,Hail,منطقة حائل,زراعي,Agricultural,186,100000.0,77558.7,2.0,282918.0,195510.9,52622769.0
202201.0,2022.0,1.0,Riyadh,منطقة الرياض,زراعي,Agricultural,1413,500000.0,6000.0,99.0,1286168.0,72579.9,1817355392.0
202201.0,2022.0,1.0,Northern Borders,منطقة الحدود الشمالية,زراعي,Agricultural,3,99000.0,60000.0,1.0,123000.0,103333.3,369000.0
202201.0,2022.0,1.0,Najran,منطقة نجران,زراعي,Agricultural,14,350000.0,48765.0,27.0,1157857.0,33351.4,16210000.0
202201.0,2022.0,1.0,Al Baha,منطقة الباحة,زراعي,Agricultural,9,100000.0,780.0,100.0,132667.0,2031.7,1194000.0
202201.0,2022.0,1.0,Jazan,منطقة جازان,زراعي,Agricultural,41,200000.0,11781.9,34.0,658720.0,26169.8,27007500.0
202201.0,2022.0,1.0,Al Jouf,منطقة الجوف,زراعي,Agricultural,67,100000.0,60474.9,2.0,346575.0,342234.6,23220500.0
202201.0,2022.0,1.0,Eastern Province,منطقة الشرقية,زراعي,Agricultural,197,1000000.0,10027.0,110.0,1386569.0,45523.8,273154020.0
202201.0,2022.0,1.0,Asir,منطقة عسير,زراعي,Agricultural,63,50000.0,7095.0,8.0,816661.0,22392.0,51449620.0
202201.0,2022.0,1.0,Jazan,منطقة جازان,سكني,Residential,1041,205000.0,635.5,350.0,354029.0,1331.8,368544270.0
202201.0,2022.0,1.0,Hail,منطقة حائل,سكني,Residential,1706,100000.0,540.0,219.0,195356.0,647.2,333277248.0
202201.0,2022.0,1.0,Eastern Province,منطقة الشرقية,سكني,Residential,6427,400000.0,500.0,889.0,665120.0,1060.7,4274724732.0
202201.0,2022.0,1.0,Al Jouf,منطقة الجوف,سكني,Residential,865,100000.0,605.8,146.0,144990.0,718.6,125416152.0
202201.0,2022.0,1.0,Najran,منطقة نجران,سكني,Residential,733,100000.0,740.0,126.0,151334.0,750.3,110927648.0
202201.0,2022.0,1.0,Northern Borders,منطقة الحدود الشمالية,سكني,Residential,749,50000.0,630.0,68.0,110078.0,639.3,82448245.0
202201.0,2022.0,1.0,Al Baha,منطقة الباحة,سكني,Residential,431,90000.0,575.0,131.0,139375.0,607.2,60070465.0
202201.0,2022.0,1.0,Riyadh,منطقة الرياض,سكني,Residential,21983,550000.0,550.0,1000.0,839750.0,740.9,18460213961.0
202201.0,2022.0,1.0,Qassim,منطقة القصيم,سكني,Residential,5572,174484.0,479.8,388.0,418979.0,1687.7,2334551770.0
202201.0,2022.0,1.0,Madinah,منطقة المدينة المنورة,سكني,Residential,2666,390000.0,600.0,743.0,535752.0,749.9,1428314751.0
202201.0,2022.0,1.0,Tabuk,منطقة تبوك,سكني,Residential,922,200000.0,580.0,317.0,303388.0,623.6,279723957.0
202201.0,2022.0,1.0,Makkah,منطقة مكة المكرمة,سكني,Residential,14264,500000.0,600.0,1042.0,868740.0,784.2,12391702882.0
202201.0,2022.0,1.0,Asir,منطقة عسير,سكني,Residential,2330,200000.0,600.0,397.0,371198.0,794.2,864891577.0
202202.0,2022.0,2.0,Madinah,منطقة المدينة المنورة,تجاري,Commercial,327,750870.0,630.0,1133.0,1278692.0,919.9,418132140.0
202202.0,2022.0,2.0,Najran,منطقة نجران,تجاري,Commercial,225,90000.0,800.0,100.0,153956.0,1097.0,34640000.0
202202.0,2022.0,2.0,Jazan,منطقة جازان,تجاري,Commercial,83,400000.0,709.2,438.0,893625.0,2178.6,74170899.0
202202.0,2022.0,2.0,Riyadh,منطقة الرياض,تجاري,Commercial,1959,1450000.0,801.0,1778.0,4868290.0,4440.6,9536979142.0
202202.0,2022.0,2.0,Al Baha,منطقة الباحة,تجاري,Commercial,23,100000.0,600.0,132.0,115643.0,603.8,2659792.0
202202.0,2022.0,2.0,Al Jouf,منطقة الجوف,تجاري,Commercial,174,73500.0,600.5,115.0,222507.0,1899.2,38716275.0
202202.0,2022.0,2.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,1398,1000000.0,710.1,1343.0,3436983.0,2848.7,4804902608.0
202202.0,2022.0,2.0,Tabuk,منطقة تبوك,تجاري,Commercial,275,400000.0,640.0,505.0,518487.0,691.9,142583963.0
202202.0,2022.0,2.0,Eastern Province,منطقة الشرقية,تجاري,Commercial,1463,690000.0,742.5,1000.0,3366174.0,5087.4,4924712991.0
202202.0,2022.0,2.0,Asir,منطقة عسير,تجاري,Commercial,245,200000.0,625.5,300.0,398344.0,1492.5,97594199.0
202202.0,2022.0,2.0,Northern Borders,منطقة الحدود الشمالية,تجاري,Commercial,127,80000.0,638.7,111.0,233994.0,1787.9,29717250.0
202202.0,2022.0,2.0,Hail,منطقة حائل,تجاري,Commercial,371,60000.0,746.8,83.0,230104.0,1246.3,85368566.0
202202.0,2022.0,2.0,Qassim,منطقة القصيم,تجاري,Commercial,793,165520.0,588.2,302.0,643051.0,2252.9,509939215.0
202202.0,2022.0,2.0,Al Jouf,منطقة الجوف,زراعي,Agricultural,68,100000.0,61875.0,2.0,358728.0,329767.2,24393500.0
202202.0,2022.0,2.0,Makkah,منطقة مكة المكرمة,زراعي,Agricultural,34,750000.0,11102.3,82.0,1980740.0,35207.9,67345170.0
202202.0,2022.0,2.0,Tabuk,منطقة تبوك,زراعي,Agricultural,15,250000.0,50000.0,5.0,863000.0,72675.0,12945000.0
202202.0,2022.0,2.0,Qassim,منطقة القصيم,زراعي,Agricultural,155,459000.0,50000.0,11.0,1137433.0,129144.9,176302101.0
202202.0,2022.0,2.0,Northern Borders,منطقة الحدود الشمالية,زراعي,Agricultural,3,30000.0,200000.0,0.0,40000.0,152083.3,120000.0
202202.0,2022.0,2.0,Asir,منطقة عسير,زراعي,Agricultural,53,100000.0,8300.0,7.0,398836.0,23384.3,21138310.0
202202.0,2022.0,2.0,Eastern Province,منطقة الشرقية,زراعي,Agricultural,118,900000.0,10000.0,140.0,2145023.0,108681.2,253112657.0
202202.0,2022.0,2.0,Hail,منطقة حائل,زراعي,Agricultural,178,100000.0,50825.0,2.0,260546.0,133109.7,46377197.0
202202.0,2022.0,2.0,Najran,منطقة نجران,زراعي,Agricultural,14,250000.0,47617.0,9.0,1137500.0,41112.1,15925000.0
202202.0,2022.0,2.0,Madinah,منطقة المدينة المنورة,زراعي,Agricultural,36,500000.0,30000.0,13.0,2100932.0,34506.4,75633558.0
202202.0,2022.0,2.0,Jazan,منطقة جازان,زراعي,Agricultural,32,765080.0,11121.7,66.0,2881384.0,59775.1,92204293.0
202202.0,2022.0,2.0,Riyadh,منطقة الرياض,زراعي,Agricultural,827,420000.0,9305.9,65.0,1236438.0,101550.9,1022533815.0
202202.0,2022.0,2.0,Al Baha,منطقة الباحة,زراعي,Agricultural,16,82500.0,2706.7,25.0,112313.0,20981.1,1797000.0
202202.0,2022.0,2.0,Riyadh,منطقة الرياض,سكني,Residential,13886,540000.0,500.0,1140.0,1185322.0,1662.8,16459384518.0
202202.0,2022.0,2.0,Madinah,منطقة المدينة المنورة,سكني,Residential,2101,320000.0,600.0,700.0,615612.0,778.4,1293400525.0
202202.0,2022.0,2.0,Najran,منطقة نجران,سكني,Residential,721,100000.0,750.0,120.0,137132.0,801.1,98872207.0
202202.0,2022.0,2.0,Hail,منطقة حائل,سكني,Residential,1471,100000.0,530.0,225.0,196343.0,879.0,288820783.0
202202.0,2022.0,2.0,Northern Borders,منطقة الحدود الشمالية,سكني,Residential,716,40000.0,630.0,63.0,101962.0,649.4,73004785.0
202202.0,2022.0,2.0,Jazan,منطقة جازان,سكني,Residential,920,250000.0,619.0,394.0,301767.0,782.2,277625660.0
202202.0,2022.0,2.0,Qassim,منطقة القصيم,سكني,Residential,4317,143500.0,440.0,337.0,275131.0,1190.4,1187742672.0
202202.0,2022.0,2.0,Eastern Province,منطقة الشرقية,سكني,Residential,5940,455000.0,548.3,1083.0,866030.0,757.4,5144220314.0
202202.0,2022.0,2.0,Asir,منطقة عسير,سكني,Residential,2155,295000.0,600.0,489.0,398593.0,729.2,858967112.0
202202.0,2022.0,2.0,Al Jouf,منطقة الجوف,سكني,Residential,743,100000.0,609.9,149.0,144965.0,1326.5,107708636.0
202202.0,2022.0,2.0,Makkah,منطقة مكة المكرمة,سكني,Residential,10076,500000.0,600.0,1214.0,1059731.0,951.9,10677846444.0
202202.0,2022.0,2.0,Tabuk,منطقة تبوك,سكني,Residential,678,200000.0,519.0,317.0,263373.0,544.2,178566749.0
202202.0,2022.0,2.0,Al Baha,منطقة الباحة,سكني,Residential,280,95000.0,618.3,136.0,213173.0,885.8,59688455.0
202203.0,2022.0,3.0,Makkah,منطقة مكة المكرمة,تجاري,Commercial,1042,1100000.0,750.0,1360.0,2151744.0,1877.6,2242116849.0
