year,quarter,region_en,region_ar,transaction_count,total_value,median_price,median_price_per_m2,avg_deal_value
2020.0,4.0,Riyadh,منطقة الرياض,28098,21547603436.0,293000.0,450.0,766873.209338743
2021.0,1.0,Riyadh,منطقة الرياض,32969,27790879904.0,333000.0,516.6666666666666,842939.7283508751
2021.0,2.0,Riyadh,منطقة الرياض,23472,23476252156.0,368878.0,640.0,1000181.1586571233
2021.0,3.0,Riyadh,منطقة الرياض,20511,25092459296.0,468000.0,797.125122508984,1223365.9644093413
2021.0,4.0,Riyadh,منطقة الرياض,24112,29245834215.0,498750.0,793.6507936507936,1212916.1502571334
2022.0,1.0,Riyadh,منطقة الرياض,26239,32274466080.0,590000.0,983.7962962962963,1230018.9062083159
2022.0,2.0,Riyadh,منطقة الرياض,16672,27018897475.0,570000.0,1111.111111111111,1620615.2516194817
2022.0,3.0,Riyadh,منطقة الرياض,14515,20876393509.0,480000.0,975.0,1438263.417774716
2022.0,4.0,Riyadh,منطقة الرياض,12691,22334704059.0,600000.0,1234.567901234568,1759885.277677094
2023.0,1.0,Riyadh,منطقة الرياض,14923,20502911877.0,561402.0,1177.7777777777778,1373913.5480131342
2023.0,2.0,Riyadh,منطقة الرياض,12812,25821174471.29999,600000.0,1230.270052277819,2015389.8276069304
2023.0,3.0,Riyadh,منطقة الرياض,17722,24220904460.569965,450000.0,950.0,1366713.9408966238
2023.0,4.0,Riyadh,منطقة الرياض,21335,29575502122.0,540000.0,1200.0,1386243.3617061167
2024.0,1.0,Riyadh,منطقة الرياض,24431,36303573813.0,600000.0,1333.3333333333333,1485963.4813556548
2024.0,2.0,Riyadh,منطقة الرياض,37321,61213003906.0,648000.0,1632.6530612244899,1640175.8770129418
2024.0,3.0,Riyadh,منطقة الرياض,28074,42244480172.0,600000.0,1330.0,1504754.5833155233
2024.0,4.0,Riyadh,منطقة الرياض,27771,43092913295.0,590000.0,1550.0,1551723.4991537936
2025.0,1.0,Riyadh,منطقة الرياض,23365,42813951858.0,650000.0,1550.0,1832396.8267922106
2025.0,3.0,Riyadh,منطقة الرياض,11117,14085412202.0,455000.0,1200.0,1267015.579922641
2025.0,4.0,Riyadh,منطقة الرياض,8284,17519660381.0,510000.0,1400.0,2114879.331361661
2020.0,1.0,Tabuk,منطقة تبوك,2071,800336793.0,245000.0,365.07936507936506,386449.44133268954
2020.0,2.0,Tabuk,منطقة تبوك,650,403844498.0,443000.0,621.0714285714286,621299.2276923077
2020.0,3.0,Tabuk,منطقة تبوك,1582,445769519.0,245000.0,349.2063492063492,281775.9285714286
2020.0,4.0,Tabuk,منطقة تبوك,2078,679180764.0,200000.0,303.030303030303,326843.48604427336
2021.0,1.0,Tabuk,منطقة تبوك,2723,775183852.0,200000.0,272.10884353741494,284680.0778553066
2021.0,2.0,Tabuk,منطقة تبوك,1217,363975135.0,200000.0,277.77777777777777,299075.70665571076
2021.0,3.0,Tabuk,منطقة تبوك,1019,343343114.0,240000.0,383.3333333333333,336941.2306182532
2021.0,4.0,Tabuk,منطقة تبوك,1387,481029106.0,200000.0,336.1372784645249,346812.6214852199
2022.0,1.0,Tabuk,منطقة تبوك,1321,499904854.0,250000.0,379.1469194312796,378429.1097653293
2022.0,2.0,Tabuk,منطقة تبوك,968,334095712.0,200000.0,357.14285714285717,345140.19834710745
2022.0,3.0,Tabuk,منطقة تبوك,849,348969465.0,200000.0,388.3570554768054,411035.8833922261
2022.0,4.0,Tabuk,منطقة تبوك,862,410544493.0,280000.0,468.75,476269.7134570766
2023.0,1.0,Tabuk,منطقة تبوك,868,395080903.0,282500.0,455.3088900506899,455162.3306451613
2023.0,2.0,Tabuk,منطقة تبوك,787,354202256.55999994,300000.0,533.3333333333334,450066.3996950444
2023.0,3.0,Tabuk,منطقة تبوك,810,370622197.4499999,385685.0,640.0,457558.26845679
2023.0,4.0,Tabuk,منطقة تبوك,913,479571978.0,390000.0,607.7180188392585,525270.5125958379
2024.0,1.0,Tabuk,منطقة تبوك,954,480291648.0,300000.0,560.5907284379721,503450.3647798742
2024.0,2.0,Tabuk,منطقة تبوك,1482,956475030.0,300000.0,555.5555555555555,645394.7570850202
2024.0,3.0,Tabuk,منطقة تبوك,1157,764027894.0,330000.0,558.2631812140008,660352.5445116682
2024.0,4.0,Tabuk,منطقة تبوك,1440,811540230.0,400000.0,653.9798984758593,563569.6041666666
2025.0,1.0,Tabuk,منطقة تبوك,1239,803912182.0,399750.0,694.4444444444445,648839.5334947539
2025.0,3.0,Tabuk,منطقة تبوك,1373,765337812.0,400000.0,714.2857142857143,557420.1107064822
2025.0,4.0,Tabuk,منطقة تبوك,1264,728194143.0,400000.0,699.5934959349593,576102.9612341772
